zone,hour,orders_per_hour,active_riders,congestion_index,avg_delivery_time,platform_status,order_drop_percentage,oversupply_ratio,peak_hour_flag,activity_disruption_probability
HSR Layout,20,50.4,38,0.29747279121587666,30.30021324898638,1,0.16000000000000003,0.7392996108949417,1,0.2634419019404891
Koramangala,20,46.199999999999996,29,0.24964117164158547,23.744901545189798,1,0.2300000000000001,0.614406779661017,1,0.18541689837688502
Indiranagar,21,47.599999999999994,17,0.6407398414570149,36.58711520922788,1,0.20666666666666678,0.3497942386831276,1,0.27638792518260025
Whitefield,21,74.19999999999999,38,0.8843129722415302,29.56571615100914,1,0.0,0.5053191489361702,1,0.22841484138286594
Electronic City,21,67.19999999999999,48,0.31722182116259195,26.564838677628828,1,0.0,0.7038123167155427,1,0.03838610568478509
HSR Layout,21,70.0,39,0.29686011630438963,39.56848852275965,1,0.0,0.5492957746478874,1,0.09607421768582602
Koramangala,21,46.199999999999996,39,0.6167564591098109,25.378641349818643,1,0.2300000000000001,0.8262711864406781,1,0.29039037389878636
Indiranagar,22,36.0,36,0.33699884806975433,35.50633297362224,1,0.4,0.972972972972973,0,0.2787106705437946
Whitefield,22,32.4,30,0.3796530450302671,33.802858317424366,1,0.4600000000000001,0.8982035928143713,0,0.4491439836551018
Electronic City,22,36.0,53,0.4245981799248905,29.901252894023756,1,0.4,1.4324324324324325,0,0.3841514933026384
HSR Layout,22,35.1,30,0.46349047376448577,29.269037023976836,1,0.4149999999999999,0.8310249307479224,0,0.349753182233442
Koramangala,22,25.2,19,0.8034532998036179,17.635132148904173,1,0.5800000000000001,0.7251908396946565,0,0.5168993973835413
Indiranagar,23,0.0,36,0.7755596788039074,33.82121639705515,0,1.0,36.0,0,1.0
Whitefield,23,46.800000000000004,32,0.7059492204350648,20.796032292868162,1,0.21999999999999997,0.6694560669456067,0,0.2441967322920471
Electronic City,23,33.300000000000004,41,0.4623774470449984,30.53326560389268,1,0.44499999999999995,1.19533527696793,0,0.44768997429291724
HSR Layout,23,42.300000000000004,50,0.8424886181654871,17.70072393728948,1,0.29499999999999993,1.1547344110854503,0,0.4356090687454792
Koramangala,23,0.0,27,0.2568149571246002,26.305061977588466,0,1.0,27.0,0,1.0
Indiranagar,0,50.4,53,0.7705504704730648,36.936303165079224,1,0.16000000000000003,1.0311284046692608,0,0.3472463172744415
Whitefield,0,44.1,48,0.5225135201691717,39.72101353259158,1,0.265,1.06430155210643,0,0.3685002440401594
Electronic City,0,33.300000000000004,21,0.7281985528440156,21.215122115332658,1,0.44499999999999995,0.6122448979591836,0,0.40819819488765613
HSR Layout,0,43.2,35,0.5742626461528666,36.4690357459676,1,0.2799999999999999,0.7918552036199095,0,0.3077211254622486
Koramangala,0,27.900000000000002,20,0.4361314261920358,35.68809234884543,1,0.5349999999999999,0.6920415224913494,0,0.3465462374871344
Indiranagar,1,23.400000000000002,33,0.4997086211210839,16.535628231495817,1,0.61,1.3524590163934425,0,0.4491614863829893
Whitefield,1,48.6,44,0.5070532501722383,39.43740645522233,1,0.18999999999999995,0.8870967741935484,0,0.2914668372016033
Electronic City,1,47.7,15,0.8673820155674665,16.505673622507437,1,0.20499999999999996,0.30800821355236135,0,0.33111564964279977
HSR Layout,1,32.4,52,0.42428090029815047,19.107171081810232,1,0.4600000000000001,1.5568862275449102,0,0.4023569223130527
Koramangala,1,34.2,48,0.8366006525801135,19.753219157967642,1,0.42999999999999994,1.3636363636363635,0,0.48888810169730534
Indiranagar,2,36.0,43,0.28306243013217713,19.296912803398108,1,0.4,1.162162162162162,0,0.4189507421771322
Whitefield,2,31.5,54,0.34859994916801396,17.888959417015794,1,0.475,1.6615384615384616,0,0.41349541938527773
Electronic City,2,49.5,24,0.5517259548339359,15.359530899603824,1,0.17500000000000004,0.4752475247524752,0,0.23305684838193555
HSR Layout,2,47.7,18,0.7281758411317223,26.136323243357197,1,0.20499999999999996,0.36960985626283366,0,0.3931590436446153
Koramangala,2,45.9,33,0.6906547555125995,19.856839275045036,1,0.235,0.7036247334754797,0,0.36523202220574186
Indiranagar,3,36.9,46,0.48784284704829783,31.584063350367035,1,0.385,1.2137203166226913,0,0.361922179284786
Whitefield,3,22.5,33,0.4641542237576555,25.337913257248978,1,0.625,1.4042553191489362,0,0.4719612618666274
Electronic City,3,41.4,19,0.29883934447602944,34.0878960917053,1,0.31000000000000005,0.4481132075471698,0,0.23042418887706162
HSR Layout,3,46.800000000000004,30,0.8868803041738937,24.540412477728374,1,0.21999999999999997,0.6276150627615062,0,0.2951715560421926
Koramangala,3,30.6,17,0.33441125931802573,18.650525482424065,1,0.49,0.5379746835443038,0,0.3907993712281051
Indiranagar,4,37.800000000000004,21,0.8212282581490176,30.635836254164836,1,0.3699999999999999,0.5412371134020618,0,0.3133789842603322
Whitefield,4,45.9,20,0.44917044142944834,18.71266954109202,1,0.235,0.4264392324093817,0,0.1757215388845261
Electronic City,4,16.202765313059274,44,0.7700687444683569,24.55308736149933,1,0.7299539114490121,2.5577283186324657,0,0.6649208783936177
HSR Layout,4,27.900000000000002,30,0.6872559030969274,24.06254961328783,1,0.5349999999999999,1.0380622837370241,0,0.42921692131912736
Koramangala,4,41.4,42,0.3428613628090322,26.726018687953847,1,0.31000000000000005,0.9905660377358491,0,0.26438632201978707
Indiranagar,5,0.0,21,0.48917517840900093,19.98363723677958,0,1.0,21.0,0,1.0
Whitefield,5,36.9,40,0.42127091808287936,16.393521339686043,1,0.385,1.0554089709762533,0,0.2756654710883061
Electronic City,5,51.300000000000004,38,0.3030142757664617,22.449430887396094,1,0.1449999999999999,0.7265774378585086,0,0.21596843706275473
HSR Layout,5,32.4,38,0.8375783852804206,15.15117607959946,1,0.4600000000000001,1.1377245508982037,0,0.41626137971202704
Koramangala,5,25.2,18,0.8482416918727858,19.04236383184967,1,0.5800000000000001,0.6870229007633588,0,0.48562699796505354
Indiranagar,6,44.1,54,0.7002869726650138,21.00548583020964,1,0.265,1.1973392461197339,0,0.27251409359811735
Whitefield,6,15.006110053234474,31,0.3368206002578799,19.155734051291468,1,0.7498981657794255,1.936760393180953,0,0.5438478710311953
Electronic City,6,33.300000000000004,31,0.46045757847402713,33.99559146070971,1,0.44499999999999995,0.9037900874635567,0,0.3867195696406721
HSR Layout,6,35.1,23,0.41983066484290277,27.479973671033296,1,0.4149999999999999,0.6371191135734072,0,0.3170130279402428
Koramangala,6,42.300000000000004,51,0.8108381198401273,17.177732236535853,1,0.29499999999999993,1.1778290993071592,0,0.49073521169758827
Indiranagar,7,42.300000000000004,32,0.7805696050996622,19.758424377376187,1,0.29499999999999993,0.7390300230946881,0,0.344012989301427
Whitefield,7,46.800000000000004,33,0.5982688382972955,34.054364679541116,1,0.21999999999999997,0.6903765690376569,0,0.24912887978585502
Electronic City,7,19.456816458866044,49,0.8900377747100188,34.78210731241709,1,0.6757197256855659,2.3952896140280546,0,0.7350324037549816
HSR Layout,7,49.5,30,0.2287477209532838,33.62062688824783,1,0.17500000000000004,0.594059405940594,0,0.15552795237288833
Koramangala,7,31.5,30,0.515245270046555,33.724078771509966,1,0.475,0.9230769230769231,0,0.3916417080458349
Indiranagar,8,42.300000000000004,20,0.6443208987728206,19.660495121349364,1,0.29499999999999993,0.4618937644341801,0,0.3149594993652875
Whitefield,8,40.5,28,0.4043378214484651,33.71521771454581,1,0.32499999999999996,0.6746987951807228,0,0.36440380787439797
Electronic City,8,35.1,17,0.8770898332592083,32.878125495422196,1,0.4149999999999999,0.4709141274238227,0,0.3970390441649678
HSR Layout,8,44.1,26,0.8734714729155193,28.39086251468936,1,0.265,0.5764966740576496,0,0.36940166546563297
Koramangala,8,29.7,38,0.6764706612580159,31.668288246439744,1,0.505,1.237785016286645,0,0.32814221577954183
Indiranagar,9,53.1,16,0.21546009171082584,23.94902986331912,1,0.11499999999999999,0.29574861367837335,0,0.14067139608617443
Whitefield,9,28.8,37,0.47138660838730473,18.45920502220475,1,0.52,1.2416107382550334,0,0.4642678812355986
Electronic City,9,19.8,26,0.6906059893878,36.38877808589682,1,0.6699999999999999,1.25,0,0.5654873557945619
HSR Layout,9,29.7,30,0.41658895640931104,38.41811389633725,1,0.505,0.9771986970684039,0,0.35996442864934036
Koramangala,9,49.5,36,0.27570851020134973,36.052671562087795,1,0.17500000000000004,0.7128712871287128,0,0.37618273283428316
Indiranagar,10,44.1,54,0.5314049615625149,36.36368483005451,1,0.265,1.1973392461197339,0,0.36798033539708663
Whitefield,10,50.4,21,0.7932833431383155,19.54544132093347,1,0.16000000000000003,0.4085603112840467,0,0.2462340246314828
Electronic City,10,19.8,19,0.6946228902959524,28.383694201541417,1,0.6699999999999999,0.9134615384615384,0,0.4581696621653506
HSR Layout,10,32.4,40,0.22904812785693446,23.051688379893243,1,0.4600000000000001,1.1976047904191618,0,0.3786376776596051
Koramangala,10,11.626710219537985,52,0.8005544397981301,31.673186186467017,1,0.8062214963410336,4.118254010418139,0,0.8685638120906138
Indiranagar,11,47.7,24,0.7082593960386954,18.032574950138354,1,0.20499999999999996,0.4928131416837782,0,0.3134116248131654
Whitefield,11,45.0,15,0.5950916114458233,30.0145799246784,1,0.25,0.32608695652173914,0,0.2388324695253436
Electronic City,11,12.414063003940042,18,0.607880302588208,18.102684192844436,1,0.7930989499343326,1.341875313595363,0,0.5351800437649121
HSR Layout,11,26.1,48,0.3286492655755308,23.209637490415133,1,0.565,1.7712177121771218,0,0.4451313806736716
Koramangala,11,27.900000000000002,23,0.48552272595509605,21.990907962330155,1,0.5349999999999999,0.7958477508650519,0,0.4035710905745828
Indiranagar,12,77.0,24,0.7692033586175895,21.43697440359312,1,0.0,0.3076923076923077,1,0.15173109139205918
Whitefield,12,46.199999999999996,35,0.7635817959213245,18.42112916465892,1,0.2300000000000001,0.7415254237288136,1,0.38455050659671997
Electronic City,12,68.6,53,0.8253833103615908,24.69585673927736,1,0.0,0.7614942528735633,1,0.2789796192479748
HSR Layout,12,79.8,36,0.4354263759892335,38.01339712756386,1,0.0,0.44554455445544555,1,0.07659222652961381
Koramangala,12,35.0,31,0.6364634366219081,16.577659227888656,1,0.41666666666666663,0.8611111111111112,1,0.44561990774631954
Indiranagar,13,24.922767829794303,20,0.629930371023308,20.915244567687683,1,0.5846205361700949,0.7715225523492527,1,0.393390005739812
Whitefield,13,51.8,42,0.2743122474832271,35.93681299046936,1,0.13666666666666671,0.7954545454545455,1,0.14689716725265292
Electronic City,13,71.39999999999999,40,0.5263772970694848,34.7983905740941,1,0.0,0.5524861878453039,1,0.12082093692407615
HSR Layout,13,82.6,37,0.2825807385396431,16.1287841103073,1,0.0,0.4425837320574163,1,0.15227536161785926
Koramangala,13,51.8,47,0.4752830395694506,30.4178176911694,1,0.13666666666666671,0.8901515151515152,1,0.22010696944375469
Indiranagar,14,33.300000000000004,38,0.6320537080961206,37.120198675766275,1,0.44499999999999995,1.107871720116618,0,0.3938255397485622
Whitefield,14,27.0,16,0.8790521196666947,36.626777484384846,1,0.55,0.5714285714285714,0,0.4003511637931887
Electronic City,14,28.8,54,0.5620465993854706,36.20453745699868,1,0.52,1.8120805369127517,0,0.440299047298155
HSR Layout,14,37.800000000000004,30,0.4226277281861639,38.116044778215915,1,0.3699999999999999,0.7731958762886597,0,0.36583390506928704
Koramangala,14,0.0,32,0.8389605602855033,30.259075195453924,0,1.0,32.0,0,1.0
Indiranagar,15,43.2,17,0.7964338910632851,28.980453294211454,1,0.2799999999999999,0.3846153846153846,0,0.33232044465580646
Whitefield,15,27.900000000000002,16,0.2112197095185862,39.09212971717623,1,0.5349999999999999,0.5536332179930795,0,0.39763222646169005
Electronic City,15,18.900000000000002,51,0.47586310694215217,36.27379748517,1,0.6849999999999999,2.5628140703517586,0,0.5353465686598916
HSR Layout,15,27.900000000000002,30,0.22465062146786646,33.65449096380681,1,0.5349999999999999,1.0380622837370241,0,0.3490676884153258
Koramangala,15,28.8,19,0.334368807297008,32.98086047610367,1,0.52,0.6375838926174496,0,0.3745781688902853
Indiranagar,16,30.6,21,0.7322800471012378,31.90995922275015,1,0.49,0.6645569620253164,0,0.37662169071585855
Whitefield,16,0.0,20,0.5319105621153557,20.644738803765726,0,1.0,20.0,0,1.0
Electronic City,16,40.5,51,0.8968576776111064,26.256920261039767,1,0.32499999999999996,1.2289156626506024,0,0.4095061692010554
HSR Layout,16,52.2,54,0.3442039749864279,38.80239129132309,1,0.13,1.0150375939849623,0,0.13173965837938256
Koramangala,16,44.1,18,0.7870262212737735,35.21426335368476,1,0.265,0.3991130820399113,0,0.2343008881210269
Indiranagar,17,46.800000000000004,42,0.5537556795541507,25.075782782068416,1,0.21999999999999997,0.8786610878661087,0,0.23800418687527314
Whitefield,17,42.300000000000004,49,0.29358695807960533,38.38486224169497,1,0.29499999999999993,1.1316397228637411,0,0.2308396805956755
Electronic City,17,51.300000000000004,18,0.6399515191653427,20.37889054060139,1,0.1449999999999999,0.3441682600382409,0,0.29294620653314174
HSR Layout,17,24.3,51,0.8505824386944076,20.120060226405236,1,0.595,2.015810276679842,0,0.638318911679078
Koramangala,17,21.6,43,0.47105619884714484,22.069136426502464,1,0.6399999999999999,1.902654867256637,0,0.5813259884339491
Indiranagar,18,27.900000000000002,18,0.8429651219393626,16.174812525077936,1,0.5349999999999999,0.6228373702422145,0,0.41095346033727553
Whitefield,18,47.7,50,0.6402110278917228,31.009518666106025,1,0.20499999999999996,1.0266940451745379,0,0.22038455791167044
Electronic City,18,33.300000000000004,49,0.579801328876169,31.339669251110497,1,0.44499999999999995,1.4285714285714284,0,0.4674673778497303
HSR Layout,18,43.2,29,0.4041854155051102,38.10773917631395,1,0.2799999999999999,0.6561085972850679,0,0.1832836482357672
Koramangala,18,21.6,48,0.5320160654079011,19.200501304816964,1,0.6399999999999999,2.1238938053097343,0,0.5134800637057579
Indiranagar,19,64.39999999999999,38,0.6083150737289431,37.10858569928219,1,0.0,0.5810397553516821,1,0.08600413937005677
Whitefield,19,34.57499281501386,40,0.6184656093810599,31.618480122771157,1,0.42375011974976906,1.1243853289864514,1,0.3713194014409833
Electronic City,19,36.4,37,0.2051471311880989,32.29300285336722,1,0.3933333333333333,0.9893048128342247,1,0.38328190657666994
HSR Layout,19,70.0,45,0.7252315430739691,22.767883207786184,1,0.0,0.6338028169014085,1,0.2558249175374548
Koramangala,19,27.2833472299217,30,0.5753087703769153,32.93406882590917,1,0.5452775461679717,1.0606948235696165,1,0.45118146948883275
Indiranagar,20,49.0,44,0.47023565495628505,39.16765350046151,1,0.18333333333333335,0.88,1,0.22414133057885322
Whitefield,20,43.4,35,0.4920149952829914,36.943735121565624,1,0.2766666666666667,0.7882882882882883,1,0.30077019995660625
Electronic City,20,0.0,37,0.31091362603293415,16.555127288142273,0,1.0,37.0,1,1.0
HSR Layout,20,56.0,29,0.5519251341267286,35.98633085523877,1,0.06666666666666665,0.5087719298245614,1,0.22934973380320933
Koramangala,20,53.199999999999996,44,0.6305452409004679,19.391802498897768,1,0.1133333333333334,0.8118081180811809,1,0.3362577081745692
Indiranagar,21,21.958605344304388,21,0.20668034714705866,16.882535839961744,1,0.6340232442615935,0.9146897071955513,1,0.40847399037233667
Whitefield,21,29.4,19,0.20499945723777155,26.418264822146007,1,0.51,0.625,1,0.3032272034635098
Electronic City,21,40.599999999999994,24,0.6967699404531671,39.592789580228796,1,0.3233333333333335,0.576923076923077,1,0.32554480891340276
HSR Layout,21,56.0,22,0.28725320029496937,39.035363510590976,1,0.06666666666666665,0.38596491228070173,1,0.18354557715160974
Koramangala,21,39.199999999999996,31,0.7421399221838536,18.36083568423875,1,0.3466666666666668,0.7711442786069652,1,0.4013713520533661
Indiranagar,22,45.0,54,0.49984626039819235,15.677666308405827,1,0.25,1.173913043478261,0,0.3300852814716476
Whitefield,22,24.461021978399874,50,0.5338883748323576,24.73021546558597,1,0.592316300360002,1.9637860586436016,0,0.5501463889465118
Electronic City,22,18.0,21,0.4350714552490742,30.37674385036745,1,0.7,1.105263157894737,0,0.3437379372230217
HSR Layout,22,39.6,42,0.38390466049291194,26.806212473628964,1,0.33999999999999997,1.0344827586206897,0,0.34454679896126694
Koramangala,22,22.5,43,0.7765519163271635,32.72503778315949,1,0.625,1.8297872340425532,0,0.6506887075213412
Indiranagar,23,48.6,54,0.3081645809933633,25.989073544322466,1,0.18999999999999995,1.0887096774193548,0,0.25470836819500575
Whitefield,23,51.300000000000004,34,0.4215199916120913,17.174175506398328,1,0.1449999999999999,0.6500956022944551,0,0.19574437247254117
Electronic City,23,28.8,37,0.7559276417220284,30.630403125785953,1,0.52,1.2416107382550334,0,0.5101563742244244
HSR Layout,23,34.2,33,0.6757933450037837,29.25454079386735,1,0.42999999999999994,0.9374999999999999,0,0.43627274277747363
Koramangala,23,25.2,31,0.21682886615650648,28.35349240339243,1,0.5800000000000001,1.183206106870229,0,0.4103120959690503
Indiranagar,0,19.11954131084882,33,0.7132122646957597,39.8855378231364,1,0.6813409781525197,1.6401964383852927,0,0.6853456293189233
Whitefield,0,49.5,54,0.31841332568969416,39.43641407959606,1,0.17500000000000004,1.0693069306930694,0,0.3455665413529084
Electronic City,0,21.6,44,0.548833119805966,30.081135567100745,1,0.6399999999999999,1.9469026548672566,0,0.5722190569941354
HSR Layout,0,29.7,19,0.5606169198706121,39.75712926462353,1,0.505,0.6188925081433225,0,0.31489126206800366
Koramangala,0,27.900000000000002,32,0.4596815988145183,34.30380069039595,1,0.5349999999999999,1.107266435986159,0,0.4051427044333294
Indiranagar,1,30.6,46,0.5022649665754441,34.54449564821816,1,0.49,1.4556962025316456,0,0.3857159955680128
Whitefield,1,38.7,49,0.603542232197906,23.551735866438882,1,0.355,1.234256926952141,0,0.35381857446447923
Electronic City,1,18.0,24,0.3825944721734622,15.227175873780409,1,0.7,1.263157894736842,0,0.5317164930052815
HSR Layout,1,52.2,36,0.5118624701452128,39.17421286545788,1,0.13,0.6766917293233082,0,0.27103064157049644
Koramangala,1,52.2,43,0.37090329235483505,26.25274646712574,1,0.13,0.8082706766917293,0,0.21056997145543332
Indiranagar,2,45.0,48,0.46043049746854514,17.311237925926665,1,0.25,1.0434782608695652,0,0.17847806989533263
Whitefield,2,25.2,22,0.8767139592745756,38.9534529951124,1,0.5800000000000001,0.8396946564885497,0,0.46120782453868603
Electronic City,2,21.6,28,0.44363636883412433,37.38889352184712,1,0.6399999999999999,1.238938053097345,0,0.47698080434844176
HSR Layout,2,10.658981693688581,16,0.5682658092760794,32.19423015914337,1,0.8223503051051904,1.3723325433010471,0,0.6227498546443534
Koramangala,2,35.1,52,0.27448823403199124,35.543810424634756,1,0.4149999999999999,1.440443213296399,0,0.3823161124010586
Indiranagar,3,45.0,26,0.8639642292597405,32.779002188194156,1,0.25,0.5652173913043478,0,0.3022742140205924
Whitefield,3,51.300000000000004,26,0.5598573445363297,34.48412925837799,1,0.1449999999999999,0.49713193116634796,0,0.32919367947783396
Electronic City,3,32.4,18,0.4835756382114997,15.067703745511302,1,0.4600000000000001,0.5389221556886228,0,0.3662597842741491
HSR Layout,3,52.2,48,0.24486629772532284,29.903566238747423,1,0.13,0.9022556390977443,0,0.141447051585939
Koramangala,3,30.6,28,0.770355567266561,25.434790600152507,1,0.49,0.8860759493670886,0,0.4825737953757359
Indiranagar,4,0.0,17,0.856478059989547,31.92862416679173,0,1.0,17.0,0,1.0
Whitefield,4,10.702815302183248,16,0.2879504446886198,22.243199593455365,1,0.8216197449636126,1.367192388058545,0,0.5367897398491073
Electronic City,4,22.5,33,0.4878010355359909,32.60078631479142,1,0.625,1.4042553191489362,0,0.4665681436584659
HSR Layout,4,38.7,52,0.8835195706047871,38.86665892197672,1,0.355,1.309823677581864,0,0.3835881746452308
Koramangala,4,19.8,18,0.3691612445734296,16.700932852291743,1,0.6699999999999999,0.8653846153846153,0,0.3905886947399425
Indiranagar,5,39.6,54,0.2640412628712211,33.665080116105095,1,0.33999999999999997,1.3300492610837438,0,0.27200421113198553
Whitefield,5,28.8,41,0.6511395430644158,19.57161316887181,1,0.52,1.3758389261744965,0,0.5111928590186436
Electronic City,5,18.900000000000002,27,0.486427811220942,23.23448173255189,1,0.6849999999999999,1.3567839195979898,0,0.45485131634657744
HSR Layout,5,40.5,36,0.41286624517989867,35.29067536112134,1,0.32499999999999996,0.8674698795180723,0,0.27782764365654394
Koramangala,5,38.7,19,0.6850441604573521,39.684211807805,1,0.355,0.4785894206549118,0,0.24723800906081145
Indiranagar,6,27.900000000000002,27,0.8405689181430209,18.909053541121878,1,0.5349999999999999,0.9342560553633217,0,0.5078238845833762
Whitefield,6,48.6,17,0.3824961418929965,27.956993017217776,1,0.18999999999999995,0.34274193548387094,0,0.26840514816292316
Electronic City,6,23.400000000000002,24,0.6422056928286088,27.968696177867734,1,0.61,0.983606557377049,0,0.38661190197312695
HSR Layout,6,20.159079198154043,34,0.4259668554134952,21.452691079335366,1,0.6640153466974326,1.6068752180371924,0,0.513763511639514
Koramangala,6,23.400000000000002,53,0.849422013152785,36.69255244798097,1,0.61,2.1721311475409832,0,0.5952470865846977
Indiranagar,7,22.5,52,0.7655701296763133,34.19411544285845,1,0.625,2.2127659574468086,0,0.6346566082606139
Whitefield,7,39.6,29,0.6507355699474353,35.858119893734965,1,0.33999999999999997,0.7142857142857143,0,0.4356198082354676
Electronic City,7,36.9,19,0.22406380084620767,30.974075549332113,1,0.385,0.5013192612137204,0,0.3089483146087193
HSR Layout,7,50.4,44,0.5494305156533313,22.41343974050655,1,0.16000000000000003,0.8560311284046693,0,0.22970687336752396
Koramangala,7,33.300000000000004,37,0.3143481148202095,17.607827183797053,1,0.44499999999999995,1.0787172011661805,0,0.2717736550913605
Indiranagar,8,48.6,48,0.8139892933289512,28.204731543908906,1,0.18999999999999995,0.9677419354838709,0,0.28046784466381336
Whitefield,8,42.300000000000004,53,0.779730108526417,30.651367724520032,1,0.29499999999999993,1.2240184757505772,0,0.38666227874030845
Electronic City,8,41.4,44,0.2786779190232091,16.232724677745615,1,0.31000000000000005,1.0377358490566038,0,0.25133995684501015
HSR Layout,8,51.300000000000004,19,0.860087948849795,30.259401494542303,1,0.1449999999999999,0.3632887189292543,0,0.247323550046229
Koramangala,8,30.6,46,0.6972460504986325,17.812578263165793,1,0.49,1.4556962025316456,0,0.43612224376623693
Indiranagar,9,52.2,18,0.5248002997374983,34.72740279121892,1,0.13,0.3383458646616541,0,0.239001972087157
Whitefield,9,43.2,25,0.21725108324542589,32.41722469682992,1,0.2799999999999999,0.5656108597285068,0,0.2547511625064879
Electronic City,9,45.0,52,0.8829213434096566,16.631918939161597,1,0.25,1.1304347826086956,0,0.40885349944077376
HSR Layout,9,27.0,32,0.8155271243537925,27.85567528164944,1,0.55,1.1428571428571428,0,0.4231644143276121
Koramangala,9,18.0,39,0.7262562111570794,29.709142230441415,1,0.7,2.0526315789473686,0,0.644534566013774
Indiranagar,10,18.900000000000002,32,0.24496700309998815,29.817401666071945,1,0.6849999999999999,1.608040201005025,0,0.5046949264099154
Whitefield,10,47.7,52,0.8499888730258951,31.027152589553985,1,0.20499999999999996,1.0677618069815193,0,0.36342653210075637
Electronic City,10,27.900000000000002,50,0.5677227851155049,16.651382695554002,1,0.5349999999999999,1.7301038062283736,0,0.4950629185194309
HSR Layout,10,0.0,19,0.4486987819658458,32.062793252905,0,1.0,19.0,0,1.0
Koramangala,10,40.5,52,0.4148517510868628,16.427358447698595,1,0.32499999999999996,1.2530120481927711,0,0.3979964105575973
Indiranagar,11,31.5,15,0.20834258808476946,18.492309315073467,1,0.475,0.46153846153846156,0,0.23337220486695795
Whitefield,11,45.0,27,0.5143264322589731,26.482592205326846,1,0.25,0.5869565217391305,0,0.2756125423547854
Electronic City,11,51.300000000000004,40,0.37125853822329913,25.532522040834117,1,0.1449999999999999,0.7648183556405354,0,0.17515868329817313
HSR Layout,11,19.859323544255037,25,0.44635083951224375,26.153731411429238,1,0.669011274262416,1.1985048291216216,0,0.4303307581296355
Koramangala,11,36.0,34,0.5598163589135567,30.14384326302336,1,0.4,0.918918918918919,0,0.3280734770751877
Indiranagar,12,67.19999999999999,23,0.2639472699064891,33.91616373380997,1,0.0,0.3372434017595308,1,0.01720720075831958
Whitefield,12,54.599999999999994,51,0.2399016712863538,29.69496123429212,1,0.09000000000000008,0.9172661870503598,1,0.18167024796823925
Electronic City,12,82.6,43,0.21224874979117203,16.22511612428184,1,0.0,0.514354066985646,1,0.1486951644331036
HSR Layout,12,72.8,23,0.39884087232830034,39.86937386434765,1,0.0,0.31165311653116534,1,0.12017566766041567
Koramangala,12,44.8,40,0.5085173287589845,21.510077719697712,1,0.2533333333333334,0.8733624454148472,1,0.3136887232604098
Indiranagar,13,67.19999999999999,19,0.8251796189257308,32.23542834678312,1,0.0,0.27859237536656895,1,0.2278092906413201
Whitefield,13,64.39999999999999,16,0.6733370224495774,36.465002674562456,1,0.0,0.24464831804281348,1,0.16042698304386124
Electronic City,13,61.599999999999994,17,0.62157941166408,23.058120611735625,1,0.0,0.27156549520766776,1,0.1663149142984378
HSR Layout,13,29.4,32,0.7841207769992675,16.405347636496963,1,0.51,1.0526315789473684,1,0.5059294285045633
Koramangala,13,54.599999999999994,15,0.21341752126748445,25.799734286586023,1,0.09000000000000008,0.26978417266187055,1,0.1281605301124558
Indiranagar,14,16.34412055491527,17,0.698554143624011,19.397257085466553,1,0.7275979907514121,0.9801592387561128,0,0.5920071929894406
Whitefield,14,18.0,38,0.3009680147826725,33.97442079635077,1,0.7,2.0,0,0.5412740944627416
Electronic City,14,42.300000000000004,50,0.8382495786672399,18.665363928996058,1,0.29499999999999993,1.1547344110854503,0,0.33480176650656857
HSR Layout,14,31.5,29,0.6784005906100894,29.842115497718332,1,0.475,0.8923076923076924,0,0.45756459236498154
Koramangala,14,30.6,40,0.41662380351232764,26.199291409554746,1,0.49,1.2658227848101264,0,0.42076733449493164
Indiranagar,15,33.300000000000004,48,0.4063720668427368,23.863705220715183,1,0.44499999999999995,1.3994169096209912,0,0.39590520993249745
Whitefield,15,37.800000000000004,21,0.37662592098462166,37.88224850948185,1,0.3699999999999999,0.5412371134020618,0,0.3117860183981014
Electronic City,15,50.4,29,0.3439350413895388,30.342079693218587,1,0.16000000000000003,0.5642023346303502,0,0.17308861900409359
HSR Layout,15,45.9,18,0.5819680654780444,32.09937824787853,1,0.235,0.3837953091684435,0,0.25877017561748805
Koramangala,15,48.6,44,0.26511218648387247,18.596699158583245,1,0.18999999999999995,0.8870967741935484,0,0.1435742981283015
Indiranagar,16,39.6,30,0.4960604806190904,34.889459406439656,1,0.33999999999999997,0.7389162561576355,0,0.256610477815346
Whitefield,16,49.5,50,0.2607480678454933,20.921236764913658,1,0.17500000000000004,0.9900990099009901,0,0.24049014878671085
Electronic City,16,33.300000000000004,30,0.659074537129175,28.431891841700953,1,0.44499999999999995,0.8746355685131194,0,0.46395761348900466
HSR Layout,16,52.2,53,0.27193776985484724,19.304936985590828,1,0.13,0.9962406015037594,0,0.2531222575242797
Koramangala,16,32.4,30,0.5573641829091913,18.51479795433414,1,0.4600000000000001,0.8982035928143713,0,0.30083792869943793
Indiranagar,17,18.900000000000002,28,0.8859688131507948,39.64001834882001,1,0.6849999999999999,1.4070351758793969,0,0.5587385431723754
Whitefield,17,52.2,34,0.39251734074145844,20.59031549481662,1,0.13,0.6390977443609023,0,0.20448620280642607
Electronic City,17,0.0,26,0.5424672029994422,20.44371762085055,0,1.0,26.0,0,1.0
HSR Layout,17,27.900000000000002,49,0.6014022777489627,17.458623039755327,1,0.5349999999999999,1.695501730103806,0,0.5367526690762778
Koramangala,17,21.6,23,0.6368793940319581,26.85190660269644,1,0.6399999999999999,1.0176991150442478,0,0.4962193055169899
Indiranagar,18,33.300000000000004,23,0.39000160499323727,15.09256017081042,1,0.44499999999999995,0.6705539358600582,0,0.31172812268196676
